"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","ELECTRICITY","TOT","GWH","A","2019",71746.087,
"CHE","ELECTRICITY","TOT","GWH","A","2020",70019.984,
"CHE","ELECTRICITY","TOT","GWH","A","2021",64623.704,
"CHE","ELECTRICITY","TOT","GWH","A","2022",,"L"
"TUR","ELECTRICITY","TOT","GWH","A","1990",54232,
"TUR","ELECTRICITY","TOT","GWH","A","1991",56591,
"TUR","ELECTRICITY","TOT","GWH","A","1992",63105,
"TUR","ELECTRICITY","TOT","GWH","A","1993",69865,
"TUR","ELECTRICITY","TOT","GWH","A","1994",73782,
"TUR","ELECTRICITY","TOT","GWH","A","1995",81859,
"TUR","ELECTRICITY","TOT","GWH","A","1996",90084,
"TUR","ELECTRICITY","TOT","GWH","A","1997",98246,
"TUR","ELECTRICITY","TOT","GWH","A","1998",105499,
"TUR","ELECTRICITY","TOT","GWH","A","1999",110702,
"TUR","ELECTRICITY","TOT","GWH","A","2000",118698,
"TUR","ELECTRICITY","TOT","GWH","A","2001",116251,
"TUR","ELECTRICITY","TOT","GWH","A","2002",123727,
"TUR","ELECTRICITY","TOT","GWH","A","2003",135248,
"TUR","ELECTRICITY","TOT","GWH","A","2004",145066,
"TUR","ELECTRICITY","TOT","GWH","A","2005",155469,
"TUR","ELECTRICITY","TOT","GWH","A","2006",169543,
"TUR","ELECTRICITY","TOT","GWH","A","2007",183340,
"TUR","ELECTRICITY","TOT","GWH","A","2008",189763,
"TUR","ELECTRICITY","TOT","GWH","A","2009",186619,
"TUR","ELECTRICITY","TOT","GWH","A","2010",203046,
"TUR","ELECTRICITY","TOT","GWH","A","2011",217558,
"TUR","ELECTRICITY","TOT","GWH","A","2012",227707,
"TUR","ELECTRICITY","TOT","GWH","A","2013",228977,
"TUR","ELECTRICITY","TOT","GWH","A","2014",239449,
"TUR","ELECTRICITY","TOT","GWH","A","2015",249900,
"TUR","ELECTRICITY","TOT","GWH","A","2016",261937,
"TUR","ELECTRICITY","TOT","GWH","A","2017",284257.519,
"TUR","ELECTRICITY","TOT","GWH","A","2018",290502.158,
"TUR","ELECTRICITY","TOT","GWH","A","2019",289135.759,
"TUR","ELECTRICITY","TOT","GWH","A","2020",292664.052,
"TUR","ELECTRICITY","TOT","GWH","A","2021",319539.981,
"TUR","ELECTRICITY","TOT","GWH","A","2022",,"L"
"GBR","ELECTRICITY","TOT","GWH","A","1990",300128,
"GBR","ELECTRICITY","TOT","GWH","A","1991",302764,
"GBR","ELECTRICITY","TOT","GWH","A","1992",300802,
"GBR","ELECTRICITY","TOT","GWH","A","1993",303806,
"GBR","ELECTRICITY","TOT","GWH","A","1994",308987,
"GBR","ELECTRICITY","TOT","GWH","A","1995",316625,
"GBR","ELECTRICITY","TOT","GWH","A","1996",334788,
"GBR","ELECTRICITY","TOT","GWH","A","1997",334107,
"GBR","ELECTRICITY","TOT","GWH","A","1998",345294,
"GBR","ELECTRICITY","TOT","GWH","A","1999",351446,
"GBR","ELECTRICITY","TOT","GWH","A","2000",360765,
"GBR","ELECTRICITY","TOT","GWH","A","2001",367392,
"GBR","ELECTRICITY","TOT","GWH","A","2002",370121,
"GBR","ELECTRICITY","TOT","GWH","A","2003",380072,
"GBR","ELECTRICITY","TOT","GWH","A","2004",376904,
"GBR","ELECTRICITY","TOT","GWH","A","2005",380483,
"GBR","ELECTRICITY","TOT","GWH","A","2006",378779,
"GBR","ELECTRICITY","TOT","GWH","A","2007",379136,
"GBR","ELECTRICITY","TOT","GWH","A","2008",373120,
"GBR","ELECTRICITY","TOT","GWH","A","2009",359764,
"GBR","ELECTRICITY","TOT","GWH","A","2010",364781,
"GBR","ELECTRICITY","TOT","GWH","A","2011",350393,
"GBR","ELECTRICITY","TOT","GWH","A","2012",344812,
"GBR","ELECTRICITY","TOT","GWH","A","2013",339367,
"GBR","ELECTRICITY","TOT","GWH","A","2014",320380,
"GBR","ELECTRICITY","TOT","GWH","A","2015",320449,
"GBR","ELECTRICITY","TOT","GWH","A","2016",321910,
"GBR","ELECTRICITY","TOT","GWH","A","2017",320849.205,
"GBR","ELECTRICITY","TOT","GWH","A","2018",316592.789,
"GBR","ELECTRICITY","TOT","GWH","A","2019",311951.01,
"GBR","ELECTRICITY","TOT","GWH","A","2020",300002.841,
"GBR","ELECTRICITY","TOT","GWH","A","2021",297159.967,
"GBR","ELECTRICITY","TOT","GWH","A","2022",,"L"
"USA","ELECTRICITY","TOT","GWH","A","1990",3029842,
"USA","ELECTRICITY","TOT","GWH","A","1991",3084779,
"USA","ELECTRICITY","TOT","GWH","A","1992",3097912,
"USA","ELECTRICITY","TOT","GWH","A","1993",3211018,
"USA","ELECTRICITY","TOT","GWH","A","1994",3268251,
"USA","ELECTRICITY","TOT","GWH","A","1995",3373176,
"USA","ELECTRICITY","TOT","GWH","A","1996",3464067,
"USA","ELECTRICITY","TOT","GWH","A","1997",3482195,
"USA","ELECTRICITY","TOT","GWH","A","1998",3604427,
"USA","ELECTRICITY","TOT","GWH","A","1999",3681067,
"USA","ELECTRICITY","TOT","GWH","A","2000",3816731,
"USA","ELECTRICITY","TOT","GWH","A","2001",3736858,
"USA","ELECTRICITY","TOT","GWH","A","2002",3892170,
"USA","ELECTRICITY","TOT","GWH","A","2003",3919132,
"USA","ELECTRICITY","TOT","GWH","A","2004",4006188,
"USA","ELECTRICITY","TOT","GWH","A","2005",4087961,
"USA","ELECTRICITY","TOT","GWH","A","2006",4097795,
"USA","ELECTRICITY","TOT","GWH","A","2007",4190552,
"USA","ELECTRICITY","TOT","GWH","A","2008",4152093,
"USA","ELECTRICITY","TOT","GWH","A","2009",3978760,
"USA","ELECTRICITY","TOT","GWH","A","2010",4158959,
"USA","ELECTRICITY","TOT","GWH","A","2011",4136136,
"USA","ELECTRICITY","TOT","GWH","A","2012",4077151,
"USA","ELECTRICITY","TOT","GWH","A","2013",4093401,
"USA","ELECTRICITY","TOT","GWH","A","2014",4123552,
"USA","ELECTRICITY","TOT","GWH","A","2015",4109219,
"USA","ELECTRICITY","TOT","GWH","A","2016",4119445,
"USA","ELECTRICITY","TOT","GWH","A","2017",4086002.602,
"USA","ELECTRICITY","TOT","GWH","A","2018",4236927.396,
"USA","ELECTRICITY","TOT","GWH","A","2019",4195573.397,
"USA","ELECTRICITY","TOT","GWH","A","2020",4080723.877,
"USA","ELECTRICITY","TOT","GWH","A","2021",4187448.834,
"USA","ELECTRICITY","TOT","GWH","A","2022",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1990",2560911,
"OEU","ELECTRICITY","TOT","GWH","A","1991",2608146,
"OEU","ELECTRICITY","TOT","GWH","A","1992",2615419,
"OEU","ELECTRICITY","TOT","GWH","A","1993",2627706,
"OEU","ELECTRICITY","TOT","GWH","A","1994",2670615,
"OEU","ELECTRICITY","TOT","GWH","A","1995",2752327,
"OEU","ELECTRICITY","TOT","GWH","A","1996",2833838,
"OEU","ELECTRICITY","TOT","GWH","A","1997",2868117,
"OEU","ELECTRICITY","TOT","GWH","A","1998",2948565,
"OEU","ELECTRICITY","TOT","GWH","A","1999",3002463,
"OEU","ELECTRICITY","TOT","GWH","A","2000",3106067,
"OEU","ELECTRICITY","TOT","GWH","A","2001",3162760,
"OEU","ELECTRICITY","TOT","GWH","A","2002",3196073,
"OEU","ELECTRICITY","TOT","GWH","A","2003",3271730,
"OEU","ELECTRICITY","TOT","GWH","A","2004",3349215,
"OEU","ELECTRICITY","TOT","GWH","A","2005",3397009,
"OEU","ELECTRICITY","TOT","GWH","A","2006",3438303,
"OEU","ELECTRICITY","TOT","GWH","A","2007",3492213,
"OEU","ELECTRICITY","TOT","GWH","A","2008",3510787,
"OEU","ELECTRICITY","TOT","GWH","A","2009",3345218,
"OEU","ELECTRICITY","TOT","GWH","A","2010",3485687,
"OEU","ELECTRICITY","TOT","GWH","A","2011",3443303,
"OEU","ELECTRICITY","TOT","GWH","A","2012",3478461,
"OEU","ELECTRICITY","TOT","GWH","A","2013",3448721,
"OEU","ELECTRICITY","TOT","GWH","A","2014",3382436,
"OEU","ELECTRICITY","TOT","GWH","A","2015",3437349,
"OEU","ELECTRICITY","TOT","GWH","A","2016",3477005,
"OEU","ELECTRICITY","TOT","GWH","A","2017",3530688.954,
"OEU","ELECTRICITY","TOT","GWH","A","2018",3519908.106,
"OEU","ELECTRICITY","TOT","GWH","A","2019",3487439.565,
"OEU","ELECTRICITY","TOT","GWH","A","2020",3394725.234,
"OEU","ELECTRICITY","TOT","GWH","A","2021",3522548.364,
"OEU","ELECTRICITY","TOT","GWH","A","2022",,"L"
"CHL","ELECTRICITY","TOT","GWH","A","1990",17757,
"CHL","ELECTRICITY","TOT","GWH","A","1991",19498,
"CHL","ELECTRICITY","TOT","GWH","A","1992",21984,
"CHL","ELECTRICITY","TOT","GWH","A","1993",23528,
"CHL","ELECTRICITY","TOT","GWH","A","1994",24728,
"CHL","ELECTRICITY","TOT","GWH","A","1995",27408,
"CHL","ELECTRICITY","TOT","GWH","A","1996",29873,
"CHL","ELECTRICITY","TOT","GWH","A","1997",32351,
"CHL","ELECTRICITY","TOT","GWH","A","1998",34157,
"CHL","ELECTRICITY","TOT","GWH","A","1999",37166,
"CHL","ELECTRICITY","TOT","GWH","A","2000",38874,
"CHL","ELECTRICITY","TOT","GWH","A","2001",41679,
"CHL","ELECTRICITY","TOT","GWH","A","2002",42245,
"CHL","ELECTRICITY","TOT","GWH","A","2003",45778,
"CHL","ELECTRICITY","TOT","GWH","A","2004",49677,
"CHL","ELECTRICITY","TOT","GWH","A","2005",51295,
"CHL","ELECTRICITY","TOT","GWH","A","2006",53991,
"CHL","ELECTRICITY","TOT","GWH","A","2007",56939,
"CHL","ELECTRICITY","TOT","GWH","A","2008",58081,
"CHL","ELECTRICITY","TOT","GWH","A","2009",58729,
"CHL","ELECTRICITY","TOT","GWH","A","2010",58334,
"CHL","ELECTRICITY","TOT","GWH","A","2011",63189,
"CHL","ELECTRICITY","TOT","GWH","A","2012",65840,
"CHL","ELECTRICITY","TOT","GWH","A","2013",69744,
"CHL","ELECTRICITY","TOT","GWH","A","2014",69452,
"CHL","ELECTRICITY","TOT","GWH","A","2015",72055,
"CHL","ELECTRICITY","TOT","GWH","A","2016",76480,
"CHL","ELECTRICITY","TOT","GWH","A","2017",77053.767,
"CHL","ELECTRICITY","TOT","GWH","A","2018",79907.797,
"CHL","ELECTRICITY","TOT","GWH","A","2019",82100.15,
"CHL","ELECTRICITY","TOT","GWH","A","2020",81600.425,
"CHL","ELECTRICITY","TOT","GWH","A","2021",85560.378,
"CHL","ELECTRICITY","TOT","GWH","A","2022",,"L"
"EST","ELECTRICITY","TOT","GWH","A","1990",15448,
"EST","ELECTRICITY","TOT","GWH","A","1991",13061,
"EST","ELECTRICITY","TOT","GWH","A","1992",10437,
"EST","ELECTRICITY","TOT","GWH","A","1993",7993,
"EST","ELECTRICITY","TOT","GWH","A","1994",8006,
"EST","ELECTRICITY","TOT","GWH","A","1995",7606,
"EST","ELECTRICITY","TOT","GWH","A","1996",7986,
"EST","ELECTRICITY","TOT","GWH","A","1997",8065,
"EST","ELECTRICITY","TOT","GWH","A","1998",7538,
"EST","ELECTRICITY","TOT","GWH","A","1999",7352,
"EST","ELECTRICITY","TOT","GWH","A","2000",7591,
"EST","ELECTRICITY","TOT","GWH","A","2001",7590,
"EST","ELECTRICITY","TOT","GWH","A","2002",7634,
"EST","ELECTRICITY","TOT","GWH","A","2003",9101,
"EST","ELECTRICITY","TOT","GWH","A","2004",9232,
"EST","ELECTRICITY","TOT","GWH","A","2005",9114,
"EST","ELECTRICITY","TOT","GWH","A","2006",8729,
"EST","ELECTRICITY","TOT","GWH","A","2007",10954,
"EST","ELECTRICITY","TOT","GWH","A","2008",9498,
"EST","ELECTRICITY","TOT","GWH","A","2009",7884,
"EST","ELECTRICITY","TOT","GWH","A","2010",11732,
"EST","ELECTRICITY","TOT","GWH","A","2011",11667,
"EST","ELECTRICITY","TOT","GWH","A","2012",10527,
"EST","ELECTRICITY","TOT","GWH","A","2013",11823,
"EST","ELECTRICITY","TOT","GWH","A","2014",11013,
"EST","ELECTRICITY","TOT","GWH","A","2015",9062,
"EST","ELECTRICITY","TOT","GWH","A","2016",10434,
"EST","ELECTRICITY","TOT","GWH","A","2017",11248.492,
"EST","ELECTRICITY","TOT","GWH","A","2018",10932.802,
"EST","ELECTRICITY","TOT","GWH","A","2019",6600.1,
"EST","ELECTRICITY","TOT","GWH","A","2020",5316.784,
"EST","ELECTRICITY","TOT","GWH","A","2021",6460.895,
"EST","ELECTRICITY","TOT","GWH","A","2022",,"L"
"ISR","ELECTRICITY","TOT","GWH","A","1990",19621,
"ISR","ELECTRICITY","TOT","GWH","A","1991",20470,
"ISR","ELECTRICITY","TOT","GWH","A","1992",23678,
"ISR","ELECTRICITY","TOT","GWH","A","1993",24435,
"ISR","ELECTRICITY","TOT","GWH","A","1994",26896,
"ISR","ELECTRICITY","TOT","GWH","A","1995",28856,
"ISR","ELECTRICITY","TOT","GWH","A","1996",30849,
"ISR","ELECTRICITY","TOT","GWH","A","1997",32335,
"ISR","ELECTRICITY","TOT","GWH","A","1998",34822,
"ISR","ELECTRICITY","TOT","GWH","A","1999",37250,
"ISR","ELECTRICITY","TOT","GWH","A","2000",40568,
"ISR","ELECTRICITY","TOT","GWH","A","2001",40464,
"ISR","ELECTRICITY","TOT","GWH","A","2002",41373,
"ISR","ELECTRICITY","TOT","GWH","A","2003",42883,
"ISR","ELECTRICITY","TOT","GWH","A","2004",43127,
"ISR","ELECTRICITY","TOT","GWH","A","2005",44502,
"ISR","ELECTRICITY","TOT","GWH","A","2006",46380,
"ISR","ELECTRICITY","TOT","GWH","A","2007",49247,
"ISR","ELECTRICITY","TOT","GWH","A","2008",53027,
"ISR","ELECTRICITY","TOT","GWH","A","2009",50541,
"ISR","ELECTRICITY","TOT","GWH","A","2010",53716,
"ISR","ELECTRICITY","TOT","GWH","A","2011",54717,
"ISR","ELECTRICITY","TOT","GWH","A","2012",57751,
"ISR","ELECTRICITY","TOT","GWH","A","2013",59182,
"ISR","ELECTRICITY","TOT","GWH","A","2014",58824,
"ISR","ELECTRICITY","TOT","GWH","A","2015",62298,
"ISR","ELECTRICITY","TOT","GWH","A","2016",64535,
"ISR","ELECTRICITY","TOT","GWH","A","2017",65475.517,
"ISR","ELECTRICITY","TOT","GWH","A","2018",66590.201,
"ISR","ELECTRICITY","TOT","GWH","A","2019",69926.153,
"ISR","ELECTRICITY","TOT","GWH","A","2020",69910.459,
"ISR","ELECTRICITY","TOT","GWH","A","2021",71489.405,
"ISR","ELECTRICITY","TOT","GWH","A","2022",,"L"
"SVN","ELECTRICITY","TOT","GWH","A","1990",11178,
"SVN","ELECTRICITY","TOT","GWH","A","1991",11586,
"SVN","ELECTRICITY","TOT","GWH","A","1992",11084,
"SVN","ELECTRICITY","TOT","GWH","A","1993",10722,
"SVN","ELECTRICITY","TOT","GWH","A","1994",11824,
"SVN","ELECTRICITY","TOT","GWH","A","1995",11827,
"SVN","ELECTRICITY","TOT","GWH","A","1996",12022,
"SVN","ELECTRICITY","TOT","GWH","A","1997",12357,
"SVN","ELECTRICITY","TOT","GWH","A","1998",12891,
"SVN","ELECTRICITY","TOT","GWH","A","1999",12457,
"SVN","ELECTRICITY","TOT","GWH","A","2000",12795,
"SVN","ELECTRICITY","TOT","GWH","A","2001",13591,
"SVN","ELECTRICITY","TOT","GWH","A","2002",13693,
"SVN","ELECTRICITY","TOT","GWH","A","2003",12895,
"SVN","ELECTRICITY","TOT","GWH","A","2004",14308,
"SVN","ELECTRICITY","TOT","GWH","A","2005",14149,
"SVN","ELECTRICITY","TOT","GWH","A","2006",14117,
"SVN","ELECTRICITY","TOT","GWH","A","2007",14044,
"SVN","ELECTRICITY","TOT","GWH","A","2008",15357,
"SVN","ELECTRICITY","TOT","GWH","A","2009",15375,
"SVN","ELECTRICITY","TOT","GWH","A","2010",15410,
"SVN","ELECTRICITY","TOT","GWH","A","2011",15001,
"SVN","ELECTRICITY","TOT","GWH","A","2012",14706,
"SVN","ELECTRICITY","TOT","GWH","A","2013",15117,
"SVN","ELECTRICITY","TOT","GWH","A","2014",16486,
"SVN","ELECTRICITY","TOT","GWH","A","2015",14187,
"SVN","ELECTRICITY","TOT","GWH","A","2016",15546,
"SVN","ELECTRICITY","TOT","GWH","A","2017",15396.876,
"SVN","ELECTRICITY","TOT","GWH","A","2018",15441.97,
"SVN","ELECTRICITY","TOT","GWH","A","2019",15224.354,
"SVN","ELECTRICITY","TOT","GWH","A","2020",16289.674,
"SVN","ELECTRICITY","TOT","GWH","A","2021",15048.057,
"SVN","ELECTRICITY","TOT","GWH","A","2022",,"L"
"OECD","ELECTRICITY","TOT","GWH","A","1990",7359486,
"OECD","ELECTRICITY","TOT","GWH","A","1991",7541494,
"OECD","ELECTRICITY","TOT","GWH","A","1992",7597893,
"OECD","ELECTRICITY","TOT","GWH","A","1993",7777088,
"OECD","ELECTRICITY","TOT","GWH","A","1994",7993459,
"OECD","ELECTRICITY","TOT","GWH","A","1995",8242552,
"OECD","ELECTRICITY","TOT","GWH","A","1996",8483273,
"OECD","ELECTRICITY","TOT","GWH","A","1997",8597990,
"OECD","ELECTRICITY","TOT","GWH","A","1998",8807743,
"OECD","ELECTRICITY","TOT","GWH","A","1999",9011452,
"OECD","ELECTRICITY","TOT","GWH","A","2000",9372316,
"OECD","ELECTRICITY","TOT","GWH","A","2001",9356275,
"OECD","ELECTRICITY","TOT","GWH","A","2002",9610013,
"OECD","ELECTRICITY","TOT","GWH","A","2003",9703698,
"OECD","ELECTRICITY","TOT","GWH","A","2004",9961520,
"OECD","ELECTRICITY","TOT","GWH","A","2005",10170444,
"OECD","ELECTRICITY","TOT","GWH","A","2006",10252907,
"OECD","ELECTRICITY","TOT","GWH","A","2007",10490968,
"OECD","ELECTRICITY","TOT","GWH","A","2008",10475131,
"OECD","ELECTRICITY","TOT","GWH","A","2009",10105202,
"OECD","ELECTRICITY","TOT","GWH","A","2010",10564130,
"OECD","ELECTRICITY","TOT","GWH","A","2011",10521794,
"OECD","ELECTRICITY","TOT","GWH","A","2012",10505139,
"OECD","ELECTRICITY","TOT","GWH","A","2013",10544814,
"OECD","ELECTRICITY","TOT","GWH","A","2014",10488351,
"OECD","ELECTRICITY","TOT","GWH","A","2015",10539284,
"OECD","ELECTRICITY","TOT","GWH","A","2016",10624112,
"OECD","ELECTRICITY","TOT","GWH","A","2017",10667244.042,
"OECD","ELECTRICITY","TOT","GWH","A","2018",10860100.982,
"OECD","ELECTRICITY","TOT","GWH","A","2019",10747327.105,
"OECD","ELECTRICITY","TOT","GWH","A","2020",10490220.295,
"OECD","ELECTRICITY","TOT","GWH","A","2021",10843111.078,
"OECD","ELECTRICITY","TOT","GWH","A","2022",,"L"
"LVA","ELECTRICITY","TOT","GWH","A","1990",5922,
"LVA","ELECTRICITY","TOT","GWH","A","1991",4949,
"LVA","ELECTRICITY","TOT","GWH","A","1992",3279,
"LVA","ELECTRICITY","TOT","GWH","A","1993",3405,
"LVA","ELECTRICITY","TOT","GWH","A","1994",3879,
"LVA","ELECTRICITY","TOT","GWH","A","1995",3485,
"LVA","ELECTRICITY","TOT","GWH","A","1996",2367,
"LVA","ELECTRICITY","TOT","GWH","A","1997",3700,
"LVA","ELECTRICITY","TOT","GWH","A","1998",5175,
"LVA","ELECTRICITY","TOT","GWH","A","1999",3629,
"LVA","ELECTRICITY","TOT","GWH","A","2000",3690,
"LVA","ELECTRICITY","TOT","GWH","A","2001",3690,
"LVA","ELECTRICITY","TOT","GWH","A","2002",3527,
"LVA","ELECTRICITY","TOT","GWH","A","2003",3470,
"LVA","ELECTRICITY","TOT","GWH","A","2004",4192,
"LVA","ELECTRICITY","TOT","GWH","A","2005",4417,
"LVA","ELECTRICITY","TOT","GWH","A","2006",4453,
"LVA","ELECTRICITY","TOT","GWH","A","2007",4404,
"LVA","ELECTRICITY","TOT","GWH","A","2008",4906,
"LVA","ELECTRICITY","TOT","GWH","A","2009",5191,
"LVA","ELECTRICITY","TOT","GWH","A","2010",6069,
"LVA","ELECTRICITY","TOT","GWH","A","2011",5564,
"LVA","ELECTRICITY","TOT","GWH","A","2012",5719,
"LVA","ELECTRICITY","TOT","GWH","A","2013",5800,
"LVA","ELECTRICITY","TOT","GWH","A","2014",4732,
"LVA","ELECTRICITY","TOT","GWH","A","2015",5093,
"LVA","ELECTRICITY","TOT","GWH","A","2016",5927,
"LVA","ELECTRICITY","TOT","GWH","A","2017",7024.859,
"LVA","ELECTRICITY","TOT","GWH","A","2018",6203.231,
"LVA","ELECTRICITY","TOT","GWH","A","2019",5947.306,
"LVA","ELECTRICITY","TOT","GWH","A","2020",5441.811,
"LVA","ELECTRICITY","TOT","GWH","A","2021",5543.986,
"LVA","ELECTRICITY","TOT","GWH","A","2022",,"L"
"LTU","ELECTRICITY","TOT","GWH","A","1990",26296,
"LTU","ELECTRICITY","TOT","GWH","A","1991",27158,
"LTU","ELECTRICITY","TOT","GWH","A","1992",16947,
"LTU","ELECTRICITY","TOT","GWH","A","1993",12547,
"LTU","ELECTRICITY","TOT","GWH","A","1994",8449,
"LTU","ELECTRICITY","TOT","GWH","A","1995",12357,
"LTU","ELECTRICITY","TOT","GWH","A","1996",15135,
"LTU","ELECTRICITY","TOT","GWH","A","1997",13298,
"LTU","ELECTRICITY","TOT","GWH","A","1998",15947,
"LTU","ELECTRICITY","TOT","GWH","A","1999",11949,
"LTU","ELECTRICITY","TOT","GWH","A","2000",10039,
"LTU","ELECTRICITY","TOT","GWH","A","2001",13218,
"LTU","ELECTRICITY","TOT","GWH","A","2002",16078,
"LTU","ELECTRICITY","TOT","GWH","A","2003",17878,
"LTU","ELECTRICITY","TOT","GWH","A","2004",17706,
"LTU","ELECTRICITY","TOT","GWH","A","2005",13584,
"LTU","ELECTRICITY","TOT","GWH","A","2006",11393,
"LTU","ELECTRICITY","TOT","GWH","A","2007",12878,
"LTU","ELECTRICITY","TOT","GWH","A","2008",12781,
"LTU","ELECTRICITY","TOT","GWH","A","2009",14147,
"LTU","ELECTRICITY","TOT","GWH","A","2010",5347,
"LTU","ELECTRICITY","TOT","GWH","A","2011",4445,
"LTU","ELECTRICITY","TOT","GWH","A","2012",4689,
"LTU","ELECTRICITY","TOT","GWH","A","2013",4451,
"LTU","ELECTRICITY","TOT","GWH","A","2014",4144,
"LTU","ELECTRICITY","TOT","GWH","A","2015",4676,
"LTU","ELECTRICITY","TOT","GWH","A","2016",4051,
"LTU","ELECTRICITY","TOT","GWH","A","2017",3996.1,
"LTU","ELECTRICITY","TOT","GWH","A","2018",3314.3,
"LTU","ELECTRICITY","TOT","GWH","A","2019",3764.6,
"LTU","ELECTRICITY","TOT","GWH","A","2020",5261.3,
"LTU","ELECTRICITY","TOT","GWH","A","2021",4810.4,
"LTU","ELECTRICITY","TOT","GWH","A","2022",,"L"
"ALB","ELECTRICITY","TOT","GWH","A","1990",3261,
"ALB","ELECTRICITY","TOT","GWH","A","1991",3792,
"ALB","ELECTRICITY","TOT","GWH","A","1992",3365,
"ALB","ELECTRICITY","TOT","GWH","A","1993",3495,
"ALB","ELECTRICITY","TOT","GWH","A","1994",3903,
"ALB","ELECTRICITY","TOT","GWH","A","1995",4441,
"ALB","ELECTRICITY","TOT","GWH","A","1996",5935,
"ALB","ELECTRICITY","TOT","GWH","A","1997",5189,
"ALB","ELECTRICITY","TOT","GWH","A","1998",5087,
"ALB","ELECTRICITY","TOT","GWH","A","1999",5398,
"ALB","ELECTRICITY","TOT","GWH","A","2000",4748,
"ALB","ELECTRICITY","TOT","GWH","A","2001",3701,
"ALB","ELECTRICITY","TOT","GWH","A","2002",3703,
"ALB","ELECTRICITY","TOT","GWH","A","2003",4957,
"ALB","ELECTRICITY","TOT","GWH","A","2004",5589,
"ALB","ELECTRICITY","TOT","GWH","A","2005",5426,
"ALB","ELECTRICITY","TOT","GWH","A","2006",5489,
"ALB","ELECTRICITY","TOT","GWH","A","2007",2846,
"ALB","ELECTRICITY","TOT","GWH","A","2008",3797,
"ALB","ELECTRICITY","TOT","GWH","A","2009",5197,
"ALB","ELECTRICITY","TOT","GWH","A","2010",7563,
"ALB","ELECTRICITY","TOT","GWH","A","2011",4190,
"ALB","ELECTRICITY","TOT","GWH","A","2012",4718,
"ALB","ELECTRICITY","TOT","GWH","A","2013",6950,
"ALB","ELECTRICITY","TOT","GWH","A","2014",4708,
"ALB","ELECTRICITY","TOT","GWH","A","2015",5866,
"ALB","ELECTRICITY","TOT","GWH","A","2016",7720,
"ALB","ELECTRICITY","TOT","GWH","A","2017",4497.807,
"ALB","ELECTRICITY","TOT","GWH","A","2018",8508.253,
"ALB","ELECTRICITY","TOT","GWH","A","2019",5178.508,
"ALB","ELECTRICITY","TOT","GWH","A","2020",5287.512,
"ALB","ELECTRICITY","TOT","GWH","A","2021",8936.39,
"ALB","ELECTRICITY","TOT","GWH","A","2022",,"L"
"BIH","ELECTRICITY","TOT","GWH","A","1990",0,
"BIH","ELECTRICITY","TOT","GWH","A","1991",0,
"BIH","ELECTRICITY","TOT","GWH","A","1992",0,
"BIH","ELECTRICITY","TOT","GWH","A","1993",0,
"BIH","ELECTRICITY","TOT","GWH","A","1994",0,
"BIH","ELECTRICITY","TOT","GWH","A","1995",0,
"BIH","ELECTRICITY","TOT","GWH","A","1996",0,
"BIH","ELECTRICITY","TOT","GWH","A","1997",0,
"BIH","ELECTRICITY","TOT","GWH","A","1998",0,
"BIH","ELECTRICITY","TOT","GWH","A","1999",0,
"BIH","ELECTRICITY","TOT","GWH","A","2000",0,
"BIH","ELECTRICITY","TOT","GWH","A","2001",0,
"BIH","ELECTRICITY","TOT","GWH","A","2002",0,
"BIH","ELECTRICITY","TOT","GWH","A","2003",0,
"BIH","ELECTRICITY","TOT","GWH","A","2004",0,
"BIH","ELECTRICITY","TOT","GWH","A","2005",0,
"BIH","ELECTRICITY","TOT","GWH","A","2006",0,
"BIH","ELECTRICITY","TOT","GWH","A","2007",0,
"BIH","ELECTRICITY","TOT","GWH","A","2008",0,
"BIH","ELECTRICITY","TOT","GWH","A","2009",0,
"BIH","ELECTRICITY","TOT","GWH","A","2010",0,
"BIH","ELECTRICITY","TOT","GWH","A","2011",0,
"BIH","ELECTRICITY","TOT","GWH","A","2012",13243,
"BIH","ELECTRICITY","TOT","GWH","A","2013",16656,
"BIH","ELECTRICITY","TOT","GWH","A","2014",15172,
"BIH","ELECTRICITY","TOT","GWH","A","2015",14644,
"BIH","ELECTRICITY","TOT","GWH","A","2016",16609,
"BIH","ELECTRICITY","TOT","GWH","A","2017",15239,
"BIH","ELECTRICITY","TOT","GWH","A","2018",17912,
"BIH","ELECTRICITY","TOT","GWH","A","2019",16394,
"BIH","ELECTRICITY","TOT","GWH","A","2020",15634,
"BIH","ELECTRICITY","TOT","GWH","A","2021",17380,
"BIH","ELECTRICITY","TOT","GWH","A","2022",,"L"
"BGR","ELECTRICITY","TOT","GWH","A","1990",37519,
"BGR","ELECTRICITY","TOT","GWH","A","1991",34711,
"BGR","ELECTRICITY","TOT","GWH","A","1992",31529,
"BGR","ELECTRICITY","TOT","GWH","A","1993",33866,
"BGR","ELECTRICITY","TOT","GWH","A","1994",33972,
"BGR","ELECTRICITY","TOT","GWH","A","1995",37351,
"BGR","ELECTRICITY","TOT","GWH","A","1996",38434,
"BGR","ELECTRICITY","TOT","GWH","A","1997",38413,
"BGR","ELECTRICITY","TOT","GWH","A","1998",37324,
"BGR","ELECTRICITY","TOT","GWH","A","1999",34322,
"BGR","ELECTRICITY","TOT","GWH","A","2000",36884,
"BGR","ELECTRICITY","TOT","GWH","A","2001",39617,
